Bin	Phylum	Depth	TvC20	TvC40	cynS	nit	URE	amiF	mauAB	qhpA	amo_pmo	hao	nxrAB	narGH	napA	narB	nasA	nirB	nrfA	nirA	nirK	norB	nosZ	xoxF	Fal1	Fal2	Fal3	Fal4	Frm1	Frm2	Frm3	coxL.I	acs
14_0903_13_30cm_Bacteria_4804_57_9	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_Bacteria_4805_60_6	Acidobacteria	Neither	Increase	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_4817_57_14	Acidobacteria	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_Bacteria_4823_55_8	Acidobacteria	Increase	Neither	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0903_13_30cm_Bacteria_4826_69_9	Deltaproteobacteria	Neither	Increase	Decrease	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0903_13_30cm_Bacteria_4830_56_8	Acidobacteria	Neither	Increase	Increase	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_4831_56_5	Ignavibacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0903_13_30cm_Bacteria_4832_68_9	Acidobacteria	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
14_0903_13_30cm_Bacteria_4841_53_9	Acidobacteria	Neither	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1
14_0903_13_30cm_Bacteria_4853_55_13	Acidobacteria	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_4854_68_20	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0
14_0903_13_30cm_Bacteria_4866_66_9	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_13_30cm_Bacteria_4871_58_6	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
14_0903_13_30cm_Bacteria_4876_63_13	Chloroflexi	Increase	Increase	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_Bacteria_4903_55_12	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_4917_66_8	Chloroflexi	Neither	Decrease	Neither	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1
14_0903_13_30cm_Bacteria_4939_59_17	Acidobacteria	Increase	Neither	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_4942_54_11	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_Bacteria_4946_69_16	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0903_13_30cm_Bacteria_4966_70_7	Acidobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14_0903_13_30cm_Bacteria_4968_56_13	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_4976_57_8	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0903_13_30cm_Bacteria_4981_58_6	Verrucomicrobia	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0903_13_30cm_Bacteria_4982_55_14	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0903_13_30cm_Bacteria_5132_55_21	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_5177_56_11	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Bacteria_5203_56_6	Verrucomicrobia	Neither	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0903_13_30cm_Betaproteobacteria_4811_62_7	Betaproteobacteria	Increase	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1
14_0903_13_30cm_Betaproteobacteria_4861_65_15	Betaproteobacteria	Increase	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0903_13_30cm_Betaproteobacteria_4874_67_16	Betaproteobacteria	Increase	Neither	Neither	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0
14_0903_13_30cm_Betaproteobacteria_4912_61_9	Betaproteobacteria	Increase	Neither	Neither	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1
14_0903_13_30cm_Betaproteobacteria_5017_62_15	Betaproteobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0
14_0903_13_30cm_Burkholderiales_4888_66_12	Betaproteobacteria	Increase	Increase	Neither	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1
14_0903_13_30cm_Deltaproteobacteria_5016_55_6	Deltaproteobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0903_13_30cm_Gemmatimonadetes_4828_69_21	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0
14_0903_13_30cm_Gemmatimonadetes_4837_61_12	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_Gemmatimonadetes_4945_69_32	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0903_13_30cm_Nitrospirae_4802_57_10	Nitrospirae	Increase	Increase	Neither	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_13_30cm_Nitrospirae_4810_58_12	Nitrospirae	Increase	Decrease	Neither	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_13_30cm_Proteobacteria_5023_70_7	Deltaproteobacteria	Neither	Neither	Neither	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1
14_0903_13_30cm_RBG_16_RIF_WS3X_71_46_curated_4845_70_10	RIF-WS3X	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_RBG_16_RIF_WS3X_71_46_curated_5059_69_5	RIF-WS3X	Neither	Neither	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_30cm_Rhizobiales_4873_60_7	Alphaproteobacteria	Increase	Increase	Neither	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0
14_0903_13_30cm_unknown_4933_52_11	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_unknown_4948_52_13	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_13_30cm_Verrucomicrobia_4807_59_6	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0903_13_40cm_Alphaproteobacteria_1359_63_7	Alphaproteobacteria	Increase	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1
14_0903_13_40cm_Bacteria_1351_69_7	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0903_13_40cm_Bacteria_1360_58_7	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_0903_13_40cm_Bacteria_1363_54_7	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_40cm_Bacteria_1368_63_9	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_40cm_Bacteria_1396_70_5	Chloroflexi	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_0903_13_40cm_Bacteria_1416_54_6	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
14_0903_13_40cm_Euryarchaeota_1366_64_11	Euryarchaeota	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_13_40cm_Euryarchaeota_1386_65_10	Euryarchaeota	Neither	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_13_40cm_Euryarchaeota_1413_65_11	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_13_40cm_Euryarchaeota_1427_64_8	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_0903_13_40cm_Verrucomicrobia_1369_56_11	Verrucomicrobia	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_16_20cm_Actinobacteria_5406_68_7	Actinobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0903_16_20cm_Conexibacter_woesei_5407_74_7	Actinobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
14_0903_16_20cm_Proteobacteria_5401_68_9	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0903_16_20cm_Proteobacteria_5405_67_12	Gammaproteobacteria	Decrease	Neither	Neither	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0903_16_30cm_Bacteria_5517_69_12	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0903_16_30cm_Bacteria_5518_68_8	Chloroflexi	Neither	Decrease	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_16_30cm_Bacteria_5521_66_8	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0903_16_30cm_Bacteria_5547_55_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_16_30cm_Bacteria_5561_55_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_16_30cm_Rokubacteria_5524_69_12	Rokubacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1
14_0903_16_30cm_Rokubacteria_5554_70_10	Rokubacteria	Decrease	Neither	Neither	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0903_16_30cm_Verrucomicrobia_5531_55_9	Verrucomicrobia	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_16_40cm_Bacteria_5660_68_9	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
14_0903_16_40cm_Bacteria_5672_60_9	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
14_0903_16_40cm_Bacteria_5699_54_17	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_16_40cm_Bacteria_5703_63_9	Chloroflexi	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_16_40cm_Bacteria_5729_55_13	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_16_40cm_Bacteria_5767_56_23	Acidobacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0903_16_40cm_Bacteria_5789_68_8	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0903_16_40cm_Gemmatimonadetes_5663_66_11	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0903_16_40cm_Gemmatimonadetes_5723_70_7	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1
14_0903_16_40cm_Gemmatimonadetes_5743_67_7	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1
14_0903_16_40cm_Proteobacteria_5707_69_7	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0903_16_40cm_Rokubacteria_5695_68_10	Rokubacteria	Increase	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1
14_0903_16_40cm_Thaumarchaeota_5674_38_9	Thaumarchaeota	Increase	Neither	Decrease	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_0903_16_40cm_unknown_5768_52_12	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0919_02_20cm_Acidobacteria_5905_58_8	Acidobacteria	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0919_02_20cm_Alphaproteobacteria_5897_63_7	Alphaproteobacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
14_0919_02_20cm_Bacteria_5904_68_7	Rokubacteria	Increase	Neither	Neither	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_0919_02_20cm_Bacteria_5913_67_7	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0919_02_20cm_Bacteria_5930_55_12	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0919_02_20cm_Betaproteobacteria_5881_65_14	Betaproteobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1
14_0919_02_20cm_Gemmatimonadetes_10567_69_17	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
14_0919_02_20cm_Proteobacteria_5895_67_15	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0919_02_20cm_Rokubacteria_5893_69_7	Rokubacteria	Neither	Increase	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0919_02_20cm_Rokubacteria_5917_70_9	Rokubacteria	Increase	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0919_05_20cm_Acidobacteria_1516_65_6	Acidobacteria	Neither	Decrease	Decrease	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
14_0919_05_20cm_Actinobacteria_1528_70_7	Actinobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1
14_0919_09_20cm_Acidobacteria_1647_57_9	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0919_09_20cm_Actinobacteria_1656_69_7	Actinobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
14_0919_09_20cm_Actinobacteria_1709_68_9	Actinobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
14_0919_09_20cm_Bacteria_1653_55_12	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0919_09_20cm_Bacteria_1660_55_7	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0919_09_20cm_Bacteria_1670_60_14	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
14_0919_09_20cm_Bacteria_1671_55_7	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0919_09_20cm_Bradyrhizobium_1652_62_11	Alphaproteobacteria	Decrease	Neither	Neither	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1
14_0919_09_20cm_Sphingomonadales_1655_67_6	Alphaproteobacteria	Neither	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
14_0919_12_20cm_Acidobacteria_1789_58_8	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1
14_0919_12_20cm_Bacteria_1758_59_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
14_0919_12_20cm_Bacteria_1773_55_7	Verrucomicrobia	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0919_12_20cm_Bacteria_1787_55_6	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0919_12_20cm_Ktedonobacter_racemifer_1829_53_9	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
14_0927_02_20cm_Archaea_1917_52_6	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0927_02_20cm_Bacteria_1922_67_12	Chloroflexi	Decrease	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_02_20cm_Bacteria_1923_69_6	Chloroflexi	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_0927_02_20cm_Betaproteobacteria_1910_66_14	Betaproteobacteria	Neither	Increase	Neither	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
14_0927_02_20cm_Bradyrhizobium_1950_62_7	Alphaproteobacteria	Decrease	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0927_02_20cm_Deltaproteobacteria_1930_68_11	Deltaproteobacteria	Decrease	Increase	Neither	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1
14_0927_02_20cm_Gemmatimonadetes_1934_69_10	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0927_02_20cm_Proteobacteria_1912_67_13	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0927_02_40cm_Bacteria_2065_55_7	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_02_40cm_Bacteria_2092_55_12	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_02_40cm_Betaproteobacteria_2090_64_10	Betaproteobacteria	Increase	Increase	Neither	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1
14_0927_05_20cm_Acidobacteria_2153_57_9	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_05_20cm_Alphaproteobacteria_2149_63_9	Alphaproteobacteria	Increase	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1
14_0927_05_20cm_Bacteria_2170_55_9	Verrucomicrobia	Decrease	Neither	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_05_20cm_Bacteria_2171_66_7	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_05_20cm_Bacteria_2183_67_7	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_0927_05_20cm_Euryarchaeota_2162_65_6	Euryarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0927_05_20cm_Gemmatimonadetes_2145_69_13	Gemmatimonadetes	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0927_05_20cm_Ktedonobacter_racemifer_2220_52_8	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
14_0927_05_20cm_Proteobacteria_2236_67_15	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0927_05_40cm_Armatimonadetes_2321_65_11	ANGP1	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
